CID,Gender,Limit,AverageTransactionValue,MDP,Unpaid Daily Principle ,Unpaid Interest ,TotalDuetoReset,DayDelay,Card Status,Risk Class
14001388,Man,500,28.36,75,433.12,16.12,492.55,0,Blocked by Customer,LowRisk
14001338,Woman,300,46.51,45,299.72,10.77,336.58,0,Active,LowRisk
14001079,Man,300,32.59,45,254.84,5.7,260.54,0,Active,LowRisk
14001371,Woman,300,112.08,45,296.4,10.92,332.33,0,Active,LowRisk
14001274,Man,400,60.82,60,393.99,79.81,629.55,0,Active,LowRisk
14001098,Woman,1000,35.79,150,1299.78,95.14,1394.92,0,Active,LowRisk
14001361,Man,700,32.25,105,664.72,17.48,682.2,0,Active,LowRisk
14001324,Man,400,60.82,60,399.6,14.59,451.88,0,Active,LowRisk
14001202,Man,900,69.79,135,774.39,28.83,880.66,0,Active,LowRisk
14001273,Man,600,38.06,90,263.25,5.21,247.11,0,Active,LowRisk
14001103,Man,900,81.92,135,836.88,30.6,947.07,0,Active,LowRisk
14001105,Man,1000,68.19,150,999.82,25.98,1025.8,0,Active,LowRisk
14001084,Woman,500,37.01,75,494.97,18.03,560.5,0,Active,LowRisk
14001068,Man,700,40.53,105,685.8,86.97,772.77,0,Active,LowRisk
14001034,Man,1200,112.22,30.38,30.34,0.04,30.38,0,Active,LowRisk
14001001,Man,800,53.12,120,481.11,6.02,487.13,0,Active,LowRisk
14000977,Man,800,41.37,120,593.5,14.45,607.95,0,Active,LowRisk
14000936,Man,500,22.58,3.2,3.2,0,3.2,0,Active,LowRisk
14000887,Woman,300,149.03,45,252.5,6.9,259.4,0,Active,LowRisk
14000920,Man,500,49.22,75,371.54,13.93,417.62,0,Blocked by Customer,LowRisk
14000311,Woman,300,102,45,280.85,10.53,319.47,0,Active,LowRisk
14000771,Man,300,17.08,45,268.71,7.49,276.2,0,Active,LowRisk
14000766,Man,400,32.81,60,393.66,13.17,441.8,0,Active,LowRisk
14000495,Man,300,49.24,45,243.85,9,277.24,0,Active,LowRisk
14000707,Man,500,39.53,75,496.7,31.26,527.96,0,Active,LowRisk
14000591,Woman,600,81.49,90,596.75,19.98,666.01,0,Active,LowRisk
14000380,Man,500,40.96,75,499.9,17.95,564.92,0,Active,LowRisk
14000421,Man,500,99.94,45,182.44,6.81,207.49,0,Active,LowRisk
14000249,Man,800,45.67,120,552.5,0.66,553.16,0,Active,LowRisk
14001328,Man,600,81.76,90,597.29,18.19,615.48,0,Active,LowRisk
14002775,Woman,500,47.64,75,487.14,99.35,568.2,0,Active,LowRisk
14002791,Man,300,77.65,45,49.24,1.62,50.86,0,Active,LowRisk
14002769,Woman,700,46.02,105,685.24,25.43,779.19,0,Active,LowRisk
14002701,Man,300,25.7,45,296.89,9.76,306.65,0,Active,LowRisk
14002651,Woman,500,28.71,75,499.66,18.48,566.93,0,Active,LowRisk
14002610,Man,600,83.77,90,598.49,14.24,635.58,0,Active,LowRisk
14002502,Man,300,27.88,45,215.7,13.72,230.85,0,Active,LowRisk
14002504,Man,300,17.1,45,295.49,10.78,334.23,0,Active,LowRisk
14002731,Man,500,48.4,75,499.51,112.48,611.99,0,Active,LowRisk
14002728,Man,900,40.66,135,860.41,31.94,978.39,0,Active,LowRisk
14002708,Man,1200,34.01,180,1196.33,122.23,1318.56,0,Active,LowRisk
14002622,Man,500,23.52,75,497.41,17.57,558.23,0,Active,LowRisk
14002625,Woman,300,5.67,45,298.58,10.91,338.35,0,Active,LowRisk
14002516,Woman,300,27.14,45,271.17,10.14,307.63,0,Active,LowRisk
14002638,Man,300,24.84,45,145.4,2.71,148.11,0,Stolen,LowRisk
14002672,Woman,600,70.89,90,522.47,19.51,594.23,0,Blocked by Customer,LowRisk
14002632,Man,500,55.28,75,490.09,18.9,557.38,0,Active,LowRisk
14002654,Woman,500,58.17,75,463.79,17.34,527.51,0,Active,LowRisk
14002434,Man,600,40.4,90,506.03,18.9,575.53,0,Active,LowRisk
14002684,Woman,300,34.52,45,296.84,10.88,333.97,0,Active,LowRisk
14002690,Man,700,40.35,105,612.22,1.46,613.68,0,Active,LowRisk
14002572,Woman,600,23.74,90,607.17,17.02,624.19,0,Active,LowRisk
14002593,Man,700,17.11,105,699.8,25.94,794.55,0,Active,LowRisk
14002567,Woman,400,49.87,60,300.29,11.16,341.48,0,Active,LowRisk
14002603,Man,600,28.7,90,598.23,56.7,654.93,0,Active,LowRisk
14002569,Man,700,13.56,105,688.51,25.61,780.69,0,Active,LowRisk
14002577,Woman,500,60.7,75,498.45,17.27,515.72,0,Active,LowRisk
14002582,Man,300,36.96,45,299.6,10.86,336.27,0,Active,LowRisk
14002565,Woman,400,13.15,60,399.82,14.66,453.09,0,Active,LowRisk
14002534,Man,500,24.98,75,157.71,2,159.71,0,Active,LowRisk
14002403,Man,800,50.09,120,797.43,25.72,823.15,0,Active,LowRisk
14002574,Woman,600,38.46,90,598.19,22.24,679.14,0,Active,LowRisk
14001833,Man,300,19.42,45,203.77,7.35,86.12,0,Active,LowRisk
14002548,Man,500,7.68,75,499.41,18.21,562.64,0,Active,LowRisk
14002520,Man,300,28.54,45,299.96,13.64,343.6,0,Active,LowRisk
14002522,Man,600,50.79,90,592.95,19.17,612.12,0,Active,LowRisk
14002531,Woman,300,11.78,45,191.45,7.13,217.73,0,Active,LowRisk
14002512,Man,500,34.41,75,494.3,35.41,531.14,0,Active,LowRisk
14002524,Man,400,31.1,60,399.72,14.83,453.82,0,Active,LowRisk
14002533,Man,1200,47.49,180,1026.15,37.83,1164.06,0,Active,LowRisk
14002456,Man,700,34.52,105,696.1,25.27,787.41,0,Active,LowRisk
14002240,Woman,700,27.58,105,655.3,24.18,740.2,0,Active,LowRisk
14002483,Man,900,264.3,135,731.86,27.27,832.32,0,Active,LowRisk
14002485,Woman,400,37.99,60,398.6,14.49,451.66,0,Active,LowRisk
14002472,Man,500,16.4,75,496.36,18.41,563.75,0,Active,LowRisk
14002491,Man,500,42.52,75,499.61,18.44,562.41,0,Active,LowRisk
14002384,Man,500,53.89,75,499.26,18.58,566.9,0,Active,LowRisk
14002433,Man,400,20.84,60,395.24,13.79,443.71,0,Active,LowRisk
14001564,Man,600,28.13,90,588.51,18.64,607.15,0,Active,LowRisk
14002333,Woman,600,47.39,90,599.12,19.65,618.77,0,Active,LowRisk
14002430,Man,600,27.27,90,526.64,19.25,597.53,0,Active,LowRisk
14002471,Man,500,35.09,75,294.94,6.81,301.75,0,Active,LowRisk
14002460,Man,500,35.72,75,195.15,3.46,198.61,0,Active,LowRisk
14002194,Man,400,31.42,60,391.04,8.31,414.34,0,Active,LowRisk
14002348,Woman,300,76.03,45,292.7,1.05,293.75,0,Active,LowRisk
14001573,Man,700,34.21,105,691.33,2.06,512.42,0,Active,LowRisk
14002478,Man,500,17.45,75,499.09,18.53,566.79,0,Active,LowRisk
14002459,Woman,500,37.12,75,479.28,15.14,494.42,0,Active,LowRisk
14002414,Woman,600,35.76,90,487.15,14.66,438.15,0,Active,LowRisk
14002452,Woman,500,37.42,75,493.76,15.15,537.25,0,Active,LowRisk
14002423,Woman,500,140.59,75,491.59,18.29,559.04,0,Active,LowRisk
14002409,Woman,500,25.05,75,478.6,13.9,527.62,0,Active,LowRisk
14002392,Woman,300,21.43,45,296.33,8.14,304.47,0,Active,LowRisk
14002389,Woman,400,12.08,60,381.82,0.92,382.74,0,Active,LowRisk
14002361,Man,700,82.13,105,667.8,24.76,758.34,0,Active,LowRisk
14002158,Man,300,27.66,45,73.28,2.78,83.39,0,Active,LowRisk
14002332,Man,500,35.35,75,497.58,18.32,565.04,0,Active,LowRisk
14002341,Man,600,29.43,90,600,21.11,665.19,0,Active,LowRisk
14002367,Man,300,36.56,45,294.41,10.87,334.72,0,Active,LowRisk
14002245,Man,700,144.02,105,693.03,23.35,775.42,0,Active,LowRisk
14002404,Man,400,8.63,60,322.6,12.08,366.94,0,Active,LowRisk
14002402,Woman,700,81.73,105,694.2,51.16,790.95,0,Active,LowRisk
14001883,Man,600,37.11,90,567.16,21.08,644.96,0,Active,LowRisk
14002363,Man,500,47.08,75,375.3,13.95,426.78,0,Active,LowRisk
14002108,Woman,400,9.59,60,395.5,14.56,448.7,0,Active,LowRisk
14002378,Woman,600,117.33,90,133.15,4.73,147.4,0,Active,LowRisk
14002320,Man,300,42.11,45,299.7,39.67,369.34,0,Active,LowRisk
14002358,Woman,900,81.02,135,891.24,32.85,1009.96,0,Active,LowRisk
14002276,Woman,600,27.66,90,381.68,3.02,384.7,0,Active,LowRisk
14002353,Man,500,18.95,75,636.39,10.07,396.46,0,Active,LowRisk
14002321,Man,700,69.42,105,697.78,192.01,972.77,0,Active,LowRisk
14002298,Woman,400,16.25,60,399.1,14.63,452.85,0,Active,LowRisk
14001917,Woman,300,13.67,45,245.87,9.28,279.74,0,Active,LowRisk
14002125,Woman,300,13.1,45,299.87,11.13,340.55,0,Active,LowRisk
14002224,Woman,400,21.91,60,398.1,14.85,452.12,0,Active,LowRisk
14002248,Man,600,27.33,90,598.9,20.87,655.22,0,Active,LowRisk
14002291,Man,300,28.2,45,296.68,7.22,303.9,0,Active,LowRisk
14002267,Man,800,103.78,61.26,59.72,1.54,61.26,0,Active,LowRisk
14002260,Man,300,11.46,45,292.41,32.21,433.34,27,Blocked by The company,LowRisk
14002255,Man,500,27.72,75,498,14.7,512.7,0,Active,LowRisk
14002230,Woman,400,41.86,60,362.09,13.35,411.65,0,Active,LowRisk
14002286,Woman,400,57.48,0.01,0.01,0,0.01,0,Active,LowRisk
14002173,Man,600,46.05,48.32,47.36,0.96,48.32,0,Active,LowRisk
14002288,Man,300,57.64,45,295.09,9.52,327.94,0,Active,LowRisk
14002282,Man,500,29.5,75,357.04,13.32,406.06,0,Active,LowRisk
14002215,Man,400,35.93,60,392,10.39,427.39,0,Active,LowRisk
14002202,Man,600,65.34,90,538.52,13.43,551.95,0,Active,LowRisk
14002170,Man,300,11.93,45,217.41,8.06,247.21,0,Active,LowRisk
14002166,Woman,300,12.41,45,261.67,9.63,297.47,0,Active,LowRisk
14002239,Man,700,25.55,105,569.84,21.1,647.92,0,Blocked by Customer,LowRisk
14002226,Man,900,78.03,135,878.93,24.4,959.43,0,Active,LowRisk
14002169,Man,900,95.7,135,885.66,32.87,1007.1,0,Active,LowRisk
14002155,Man,500,40.32,75,375.33,13.95,426.81,0,Active,LowRisk
14002209,Man,900,48.74,135,895.28,33.17,1017.01,0,Active,LowRisk
14002086,Man,300,30.33,45,299.71,11.14,340.04,0,Active,LowRisk
14001325,Woman,800,343.55,120,757.35,17.27,774.62,0,Active,LowRisk
14002210,Woman,400,39.04,60,388.7,14.55,442.12,0,Active,LowRisk
14002207,Man,500,35.23,75,496.42,18.25,561.79,0,Active,LowRisk
14002138,Woman,300,83.56,45,298.71,10.95,334.13,0,Active,LowRisk
14000912,Woman,400,27.18,60,374.5,8.85,383.35,0,Active,LowRisk
14002059,Man,500,21.71,75,497.81,14.2,512.01,0,Active,LowRisk
14002079,Man,500,30.03,75,481.17,17.66,541.76,0,Active,LowRisk
14002052,Woman,700,165.01,105,695.84,7.8,703.64,0,Active,LowRisk
14001933,Woman,300,34.87,43.72,42.52,1.2,43.72,0,Active,LowRisk
14002043,Woman,400,13.38,60,399.35,58.55,504.58,0,Active,LowRisk
14002040,Woman,700,26.96,105,647.34,24.16,736.23,0,Active,LowRisk
14001996,Man,500,131.04,75,415.67,15.49,472.73,0,Active,LowRisk
14002011,Man,600,31.09,90,585.26,21.68,664.89,0,Active,LowRisk
14001974,Man,500,40.02,75,460.79,17.06,523.93,0,Active,LowRisk
14001993,Man,400,84.26,60,332.82,12.4,378.5,0,Active,LowRisk
14002012,Man,500,92.1,75,492.89,18.12,557.8,0,Active,LowRisk
14001989,Man,300,22.15,45,176.37,5.75,195.26,0,Active,LowRisk
14001962,Man,600,44.93,90,597.4,21.93,677.92,0,Active,LowRisk
14001889,Woman,300,195.36,45,284.02,10.54,322.96,0,Active,LowRisk
14001963,Man,500,17.78,75,474.02,16.62,529.62,0,Active,LowRisk
14001894,Woman,400,38.13,60,368.83,13.65,419.36,0,Active,LowRisk
14001869,Man,600,43.85,90,598.11,22.2,679.48,0,Active,LowRisk
14001796,Man,800,53.11,120,807.56,42.62,824.68,0,Active,LowRisk
14001682,Man,300,53.67,45,108.19,1.99,130.18,0,Active,LowRisk
14001694,Woman,900,37.73,135,494.03,18.3,561.73,0,Active,LowRisk
14001653,Woman,400,60.13,60,368.63,35.6,404.23,0,Active,LowRisk
14001272,Woman,1100,36.22,165,1091.01,39.94,1236.25,0,Active,LowRisk
14001314,Man,400,93.16,60,394.23,14.37,446.59,0,Active,LowRisk
14001132,Man,300,23.89,45,291.96,9.55,323,0,Active,LowRisk
14001089,Man,500,34.98,75,488.34,18.27,555.44,0,Active,LowRisk
14001042,Woman,400,59.66,60,182.93,3.2,186.13,0,Active,LowRisk
14000995,Woman,900,44.78,135,416.03,9.96,425.99,0,Active,LowRisk
14000837,Man,500,36.93,75,404.44,15.17,460.05,0,Active,LowRisk
14000693,Man,600,124.16,90,598.6,21.58,649.8,0,Active,LowRisk
14000649,Woman,500,33.53,75,117.61,2.76,120.37,0,Active,LowRisk
14000698,Man,700,12.4,105,689.67,23.22,767.26,0,Active,LowRisk
14000381,Man,300,71.01,75,168.48,0.6,168.6,0,Active,LowRisk
14000146,Man,300,43.1,45,299.67,80.4,380.07,0,Active,LowRisk
14003379,Woman,500,30.74,75,457.72,17.05,520.54,0,Active,LowRisk
14003664,Man,400,20.66,60,336.34,12.42,382.39,0,Active,LowRisk
14003566,Man,900,20.58,135,478.65,17.69,544.21,0,Blocked by The company,LowRisk
14002225,Woman,900,43.86,135,862.65,5.14,867.79,0,Active,LowRisk
14003641,Man,500,96.16,75,452.5,2.7,455.2,0,Active,LowRisk
14003637,Man,500,24.45,75,435.28,7.28,442.56,0,Active,LowRisk
14003577,Woman,300,55.32,45,255.17,9.59,290.28,0,Active,LowRisk
14003256,Man,400,94.01,60,356.65,13.31,405.43,0,Active,LowRisk
14003408,Man,500,138.63,75,416.69,14.4,469.26,0,Active,LowRisk
14001926,Man,600,87.23,90,537.14,18.84,599.69,0,Active,LowRisk
14002350,Man,300,24.54,45,295.72,10.85,335.68,0,Active,LowRisk
14003591,Man,700,23.18,105,699.47,24.97,789.03,0,Active,LowRisk
14002369,Man,500,30.8,75,560.71,21.68,562.98,0,Active,LowRisk
14003212,Man,500,47.65,75,461.07,16.14,517.23,0,Active,LowRisk
14003548,Man,300,39.41,45,232.69,8.68,264.64,0,Active,LowRisk
14003204,Woman,500,15.03,75,494.27,15.34,509.61,0,Active,LowRisk
14003528,Man,700,28.76,21.18,21.12,0.06,21.18,0,Active,LowRisk
14003622,Woman,900,47.35,135,716.17,20,776.1,0,Active,LowRisk
14003616,Woman,300,17.05,45,297.11,10.78,335.06,0,Active,LowRisk
14003469,Man,400,21.08,60,60.96,1.15,62.11,0,Active,LowRisk
14003603,Man,800,60.58,120,638.34,66.27,704.61,0,Blocked by The company,LowRisk
14003498,Man,500,51.53,75,344.98,9.88,354.86,0,Active,LowRisk
14003586,Man,700,38.77,24.17,23.96,0.21,24.17,0,Active,LowRisk
14003611,Woman,300,40.36,45,291.71,10.85,331.73,0,Active,LowRisk
14003568,Woman,700,62.77,105,528.91,19.55,601.35,0,Active,LowRisk
14003569,Man,300,58.76,45,243.14,9,276.45,0,Active,LowRisk
14003526,Woman,300,86.45,45,362.18,10.35,275.05,0,Active,LowRisk
14003556,Man,500,26.07,75,499.67,17.03,516.7,0,Active,LowRisk
14003594,Man,300,27.76,45,299.16,3.79,302.95,0,Active,LowRisk
14003584,Man,600,43.78,90,561.48,14.68,576.16,0,Active,LowRisk
14003576,Man,300,24.36,45,278.54,6.54,285.08,0,Active,LowRisk
14003575,Man,500,93.47,75,478.69,103.28,652.32,0,Active,LowRisk
14003559,Man,700,602,105,468.84,1.12,469.96,0,Active,LowRisk
14003547,Man,700,58.4,105,546.95,20.44,622.09,0,Active,LowRisk
14003525,Woman,500,69.13,75,493.76,17.82,558.15,0,Active,LowRisk
14003540,Man,500,34.15,75,476.8,16.46,528.23,0,Active,LowRisk
14003401,Man,400,17.45,60,399.21,10.7,409.91,0,Active,LowRisk
14003427,Man,300,38.23,45,294.75,10.28,328.9,0,Active,LowRisk
14003442,Man,500,24.69,75,228.67,5.14,233.81,0,Active,LowRisk
14003361,Man,300,21.94,45,82.55,10.4,82.85,0,Active,LowRisk
14003483,Man,800,82.25,120,789.86,18.04,807.9,0,Active,LowRisk
14003517,Man,300,34.4,45,200.32,7.44,227.79,0,Active,LowRisk
14003524,Man,300,294,45,218.28,3.36,221.64,0,Active,LowRisk
14003519,Woman,500,14.1,75,496.44,17.93,562.17,0,Active,LowRisk
14003508,Man,400,57.56,60,394.57,14.28,444.49,0,Active,LowRisk
14003485,Woman,500,38.8,75,500,17.4,517.4,0,Active,LowRisk
14003439,Woman,500,22.03,75,499.81,14.4,514.21,0,Active,LowRisk
14003465,Woman,300,59.81,45,164.47,0.6,165.07,0,Active,LowRisk
14003527,Man,1000,58.7,150,977.25,36.28,1111.26,0,Active,LowRisk
14003506,Man,300,7.85,45,296.97,10.47,327.68,0,Active,LowRisk
14003505,Man,500,19.06,75,485.48,17.99,552.02,0,Active,LowRisk
14003518,Man,600,24.78,90,131.69,3.52,135.21,0,Active,LowRisk
14003312,Man,1000,16.81,150,997.34,36.94,1131.15,0,Active,LowRisk
14003459,Woman,500,124.67,75,307.99,5.66,313.65,0,Active,LowRisk
14003484,Man,500,12.14,75,499.65,17.45,550.63,0,Active,LowRisk
14003100,Man,500,39.65,75,497.06,12.74,509.8,0,Active,LowRisk
14003052,Man,800,345.61,120,705.2,5.45,710.65,0,Active,LowRisk
14003437,Woman,500,84.06,75,490.66,17.67,555.17,0,Active,LowRisk
14003396,Man,400,20.52,60,77.18,1.56,78.74,0,Active,LowRisk
14003425,Woman,300,16.57,45,248.38,16.09,264.47,0,Active,LowRisk
14003371,Woman,300,22.1,45,299.8,10.79,310.59,0,Active,LowRisk
14003433,Woman,500,51.09,75,469.87,17.38,534.24,0,Active,LowRisk
14003477,Man,300,162.86,45,292.5,9.45,301.95,0,Active,LowRisk
14003370,Man,500,63.65,75,496.77,18.03,560.23,0,Active,LowRisk
14003355,Man,300,42.41,45,297.98,9.12,307.1,0,Active,LowRisk
14003208,Man,300,33.58,45,277.43,1.77,279.2,0,Active,LowRisk
14003409,Man,400,13.47,60,399.57,14.79,452.24,0,Active,LowRisk
14003467,Man,300,19.51,45,135.53,0.8,136.33,0,Active,LowRisk
14003458,Man,1000,26.3,150,634.49,17.31,651.8,0,Active,LowRisk
14003388,Woman,500,41.49,75,476.16,0.57,476.73,0,Active,LowRisk
14003360,Man,400,26.66,60,391.56,14.57,445.29,0,Active,LowRisk
14003377,Man,500,23.69,75,497.72,18.43,565.35,0,Active,LowRisk
14003042,Woman,600,52.06,90,599.51,44.48,677.87,0,Active,LowRisk
14003434,Man,500,40.06,75,468.29,17.37,532.49,0,Active,LowRisk
14003451,Man,500,43.43,75,210.5,7.1,234.87,0,Active,LowRisk
14003365,Woman,500,13.45,75,497.61,18.39,564.68,0,Active,LowRisk
14003211,Woman,500,331.77,75,495.4,17.7,513.1,0,Active,LowRisk
14001410,Woman,400,393.9,60,55.06,2.15,62.72,0,Active,LowRisk
14003161,Woman,400,21.8,13.07,12.98,0.09,13.07,0,Active,LowRisk
14003352,Woman,700,132.96,105,574.87,35.56,610.43,0,Active,LowRisk
14003068,Man,500,53.42,75,482,17.33,534.99,0,Lost,LowRisk
14003308,Man,700,54.57,105,672.05,25.09,764.35,0,Active,LowRisk
14003359,Woman,800,25.95,120,768.11,23.9,837.56,0,Active,LowRisk
14003340,Woman,500,35.77,75,70.03,2.5,79.53,0,Active,LowRisk
14002912,Man,400,26.06,60,352.27,10.32,385.7,0,Active,LowRisk
14003345,Man,500,183.72,75,473,10.71,483.71,0,Active,LowRisk
14003278,Man,800,58.7,120,799.36,29.46,906.28,0,Active,LowRisk
14003115,Woman,300,19.88,31.1,27.88,0.93,31.1,0,Active,LowRisk
14003216,Man,300,17.89,45,289.95,10.51,327.79,0,Active,LowRisk
14003288,Man,700,234.83,0.79,0.79,0,0.79,0,Active,LowRisk
14001528,Man,300,22.05,45,299.42,22.08,335.81,0,Active,LowRisk
14003197,Woman,400,62.02,60,384.63,14.27,437.36,0,Active,LowRisk
14003240,Woman,500,32.01,75,498.96,18.55,566.72,0,Active,LowRisk
14003234,Woman,900,58.16,135,751.9,27.1,845,0,Active,LowRisk
14002689,Man,300,8.83,45,299.77,11.05,339.97,0,Active,LowRisk
14003334,Man,300,39.18,45,294.45,10.87,334.77,0,Active,LowRisk
14003140,Man,700,67.61,105,696.99,25.83,791.27,0,Active,LowRisk
14003136,Woman,500,28.03,75,254.96,7.45,262.41,0,Active,LowRisk
14002934,Woman,300,42.39,45,276.78,10.17,312.78,0,Active,LowRisk
14003329,Man,600,23.35,90,594.65,21.92,671.55,0,Active,LowRisk
14003313,Man,500,26.26,75,338.69,12.69,385.25,0,Active,LowRisk
14003297,Man,500,32.94,75,463.78,24.92,488.7,0,Active,LowRisk
14003239,Woman,300,10.71,45,295.53,10.87,335.95,0,Active,LowRisk
14003250,Man,500,135.71,75,496.22,33.92,547.8,0,Active,LowRisk
14003236,Man,900,160.95,135,825.76,30.69,939.03,0,Active,LowRisk
14003229,Man,300,19.36,45,298.85,10.93,338.82,0,Active,LowRisk
14003201,Man,600,23.76,90,584.68,21.05,658.29,0,Active,LowRisk
14001057,Man,500,33.91,75,498.83,1.19,498.86,0,Active,LowRisk
14003193,Man,300,23.45,45,297.72,10.87,337.48,0,Active,LowRisk
14003114,Woman,500,20.96,75,499.41,10.14,509.55,0,Active,LowRisk
14003242,Man,500,14.39,75,492.93,17.85,558.25,0,Active,LowRisk
14003245,Man,700,38.4,105,676.93,25.12,769.74,0,Active,LowRisk
14002936,Woman,500,37.13,75,491.11,18.29,558.51,0,Active,LowRisk
14002965,Man,500,33.66,75,499.21,17.31,516.52,0,Lost,LowRisk
14002930,Man,600,34.37,90,598.29,44.15,811.26,27,Blocked by The company,LowRisk
14003300,Woman,400,28.78,60,346.8,13,394.48,0,Active,LowRisk
14003150,Man,300,137.18,45,300,0.72,300.72,0,Active,LowRisk
14002788,Woman,300,18.66,45,287.71,97.49,399.51,0,Active,LowRisk
14003277,Man,300,18.14,45,165,6.19,187.69,0,Active,LowRisk
14003235,Man,500,37.48,75,497.84,17.65,558.55,0,Active,LowRisk
14003043,Man,300,59,45,153.96,0.18,154.14,0,Active,LowRisk
14003290,Man,300,22.13,45,230,6.44,236.44,0,Active,LowRisk
14003189,Woman,300,27.39,45,299.88,13.68,313.56,0,Active,LowRisk
14003175,Man,700,11.16,105,460.86,5.5,466.36,0,Active,LowRisk
14003116,Man,700,67.04,105,513.09,19.2,583.6,0,Active,LowRisk
14002747,Man,300,37.05,45,294.41,7.86,302.27,0,Active,LowRisk
14003129,Man,400,100.43,60,167.13,0.65,167.78,0,Active,LowRisk
14003163,Woman,300,22.44,45,198.06,7.43,225.3,0,Blocked by The company,LowRisk
14002589,Man,300,35.31,45,289.16,10.83,328.91,0,Active,LowRisk
14001748,Man,500,30.81,75,453.33,15.03,492.86,0,Active,LowRisk
14003155,Man,600,62.1,90,598.14,14.1,612.24,0,Active,LowRisk
14003122,Man,500,34.69,75,497.57,17.22,537.51,0,Active,LowRisk
14003086,Woman,300,27.54,45,296.29,11.9,308.19,0,Active,LowRisk
14003113,Man,300,33.36,45,249.35,7.98,277.27,0,Active,LowRisk
14003160,Man,300,22.39,45,286.53,10.56,325.74,0,Active,LowRisk
14002777,Woman,300,17.48,45,223.55,8.63,249.54,0,Active,LowRisk
14003169,Woman,500,20.24,75,499.35,18.1,561.52,0,Active,LowRisk
14003108,Man,400,21.1,60,252.55,3.91,256.46,0,Active,LowRisk
14003190,Man,300,67.58,45,290.57,32.17,335.92,0,Active,LowRisk
14003126,Woman,300,17.37,45,240.01,6.23,246.24,0,Active,LowRisk
14003135,Man,700,82.15,105,662.87,10.56,673.43,0,Active,LowRisk
14003041,Man,300,37.48,45,297.55,7.85,305.4,0,Active,LowRisk
14003157,Man,300,35.77,45,297.79,12.27,310.06,0,Active,LowRisk
14003191,Man,500,133.96,75,417.11,15.5,474.32,0,Active,LowRisk
14003137,Man,600,96.6,90,587.22,86.81,674.03,0,Active,LowRisk
14003143,Woman,300,11.49,45,269.87,6.86,284.78,0,Active,LowRisk
14003109,Woman,500,66.14,75,472.04,17.65,536.89,0,Active,LowRisk
14003092,Man,500,19.44,75,486.88,17.71,551.92,0,Active,LowRisk
14003051,Man,500,23.94,75,499.39,18.55,567.12,0,Active,LowRisk
14002983,Woman,300,87.65,45,280.61,11.66,283.93,0,Active,LowRisk
14002219,Woman,300,18.38,45,259.94,9.62,295.55,0,Active,LowRisk
14003070,Man,300,26.07,45,272.77,9.32,306.87,0,Active,LowRisk
14003099,Woman,800,226.79,120,799.69,21.05,820.74,0,Active,LowRisk
14002368,Woman,500,34.76,75,347.56,6.72,354.28,0,Active,LowRisk
14003044,Man,600,23.55,90,282.32,7.48,289.8,0,Active,LowRisk
14002807,Woman,400,56.96,60,362.92,13.62,412.83,0,Active,LowRisk
14002812,Man,800,23.6,120,787.83,57.76,882.39,0,Active,LowRisk
14003026,Man,300,56,45,299.22,10.72,338.22,0,Active,LowRisk
14003105,Man,500,18.8,75,488.98,17.79,553.65,0,Active,LowRisk
14003103,Woman,600,70.31,90,574.77,21.39,653.64,0,Active,LowRisk
14003093,Man,700,22.11,105,699.07,25.16,789.76,0,Active,LowRisk
14002191,Woman,300,32.46,45,278.41,7.6,303.67,0,Active,LowRisk
14003075,Man,300,156.27,45,221.62,8.35,252.13,0,Active,LowRisk
14002454,Man,600,94.3,90,578.54,21.31,655.99,0,Active,LowRisk
14002991,Man,300,40.98,45,291.56,10.85,331.57,0,Active,LowRisk
14002810,Woman,400,31.09,60,377.68,13.97,429.42,0,Active,LowRisk
14003079,Woman,500,30.95,75,453.74,11.11,464.89,0,Active,LowRisk
14003045,Man,600,61.01,90,559.29,20.78,636,0,Active,LowRisk
14002220,Woman,300,40.38,45,299.65,54.8,384.42,0,Active,LowRisk
14002948,Man,500,7.16,75,498.1,19.11,517.21,0,Active,LowRisk
