CID,Gender,Limit,AverageTransactionValue,MDP,Unpaid Daily Principle ,Unpaid Interest ,TotalDuetoReset,DayDelay,Card Status,Risk Class
14011380,Man,300,60,45,150,0.18,150.18,0,Active,LowRisk
14011407,Man,300,58.75,45,299.46,5.03,304.49,0,Active,LowRisk
14011409,Woman,300,150,20.14,20,0.14,20.14,0,Active,LowRisk
14011338,Man,300,32.31,45,290.83,3.26,294.09,0,Active,LowRisk
14011069,Man,400,132.9,60,398.7,4.92,403.62,0,Active,LowRisk
14011339,Woman,300,290,45,290,3.15,293.15,0,Active,LowRisk
14011330,Man,300,31.15,45,62.29,0.55,62.84,0,Active,LowRisk
14011231,Woman,300,14.9,45,297.98,4.19,302.17,0,Active,LowRisk
14011200,Woman,300,13.57,45,298.59,4.9,303.49,0,Active,LowRisk
14011390,Man,300,137.89,45,275.78,4.31,280.09,0,Active,LowRisk
14011278,Man,300,39.09,45,78.17,0.36,78.53,0,Active,LowRisk
14011400,Woman,300,147.5,45,295,5.38,300.38,0,Active,LowRisk
14011370,Woman,300,74.61,45,294.06,5.2,299.26,0,Active,LowRisk
14011397,Woman,300,74.43,45,297.7,5.62,303.32,0,Active,LowRisk
14011347,Woman,300,59.66,45,298.29,5.2,303.49,0,Active,LowRisk
14011377,Man,300,44.37,45,70.5,0.51,71.01,0,Active,LowRisk
14011376,Man,300,59.68,45,298.4,5.18,303.58,0,Active,LowRisk
14011351,Man,300,59.98,45,299.89,5.75,305.64,0,Active,LowRisk
14011262,Woman,300,25.9,45,297.89,4.67,302.56,0,Active,LowRisk
14010535,Man,300,22.68,45,294.79,4.61,299.4,0,Active,LowRisk
14008384,Woman,300,8,45,300,5.76,305.76,0,Active,LowRisk
14011169,Woman,400,32.06,60,205,2.63,207.63,0,Active,LowRisk
14011354,Man,300,291.75,45,291.75,5.6,297.35,0,Active,LowRisk
14011304,Woman,400,177.5,60,355,5.77,360.77,0,Active,LowRisk
14008442,Man,300,26.71,45,280.86,5.35,286.21,0,Active,LowRisk
14011359,Man,300,105.11,45,297.73,7.01,304.74,0,Active,LowRisk
14011292,Man,300,78.13,45,300,5.79,305.79,0,Active,LowRisk
14011368,Man,300,150.81,45,298.33,7.2,305.53,0,Active,LowRisk
14010983,Man,300,97.9,45,293.7,6.64,300.34,0,Active,LowRisk
14011358,Woman,300,16.95,45,161.46,1.91,163.37,0,Active,LowRisk
14011353,Man,300,28.35,45,90.68,1.66,92.34,0,Active,LowRisk
14011334,Woman,300,73.88,45,295.51,6.67,302.18,0,Active,LowRisk
14011332,Man,300,16.63,45,299.4,6.11,305.51,0,Active,LowRisk
14011352,Woman,300,99.98,45,299.95,7.2,307.15,0,Active,LowRisk
14011326,Woman,300,28.11,45,288.62,4.27,292.89,0,Active,LowRisk
14011316,Woman,300,27.21,45,195.65,2.59,198.24,0,Active,LowRisk
14011349,Man,300,97.92,45,293.77,7.18,300.95,0,Active,LowRisk
14011305,Man,300,96.9,45,97.03,0.36,97.39,0,Active,LowRisk
14011340,Man,300,292.5,45,292.5,7,299.5,0,Active,LowRisk
14011364,Woman,300,27.12,45,298.32,6.98,305.3,0,Active,LowRisk
14011264,Man,300,49.83,45,303.28,1.08,304.36,0,Active,LowRisk
14011275,Man,300,42.03,45,299.2,6.7,305.9,0,Active,LowRisk
14011374,Man,300,22.55,45,293.18,6.01,299.19,0,Active,LowRisk
14011320,Man,500,492.9,75,492.9,11.8,504.7,0,Active,LowRisk
14011319,Man,300,46.85,45,93.69,1.13,94.82,0,Active,LowRisk
14011327,Man,300,77.42,45,299.27,7.92,307.19,0,Active,LowRisk
14011299,Woman,300,418.75,45,555,12.1,567.1,0,Active,LowRisk
14010991,Man,300,184.81,45,453.42,10.42,463.84,0,Active,LowRisk
14011294,Man,300,23.52,45,73.9,0.12,74.02,0,Active,LowRisk
14011112,Man,300,31.08,45,200.52,0.72,201.24,0,Active,LowRisk
14010988,Woman,300,99.83,45,296.48,7.56,304.04,0,Active,LowRisk
14011300,Man,300,22.27,45,293.19,7.5,300.69,0,Active,LowRisk
14011314,Man,300,146.8,45,293.6,6.07,299.67,0,Active,LowRisk
14011297,Man,300,89,45,299.68,3.24,302.92,0,Active,LowRisk
14011055,Woman,300,37.08,45,299.21,7.91,307.12,0,Stolen,LowRisk
14009336,Man,300,82.07,45,82.07,2.2,84.27,0,Active,LowRisk
14011228,Man,300,34.18,45,105.85,1.62,107.47,0,Active,LowRisk
14011257,Woman,300,53.04,45,295.52,6.84,302.36,0,Active,LowRisk
14011282,Man,300,80.44,45,353.36,1.32,354.68,0,Active,LowRisk
14011189,Man,300,40.23,45,299.33,6.46,305.79,0,Active,LowRisk
14011268,Man,300,161.97,45,293.2,7.7,300.9,0,Active,LowRisk
14011199,Man,400,18.67,31.18,30.5,0.68,31.18,0,Active,LowRisk
14011154,Woman,300,35.68,45,249.79,3.11,252.9,0,Active,LowRisk
14011290,Man,300,10.41,1.49,1.49,0,1.49,0,Active,LowRisk
14011017,Man,300,45.6,45,91.2,0.55,91.75,0,Active,LowRisk
14011272,Woman,400,114.58,60,229.16,6.21,235.37,0,Active,LowRisk
14011267,Man,300,37.98,30.46,30.42,0.04,30.46,0,Active,LowRisk
14011287,Man,300,58.51,45,292.55,5.39,297.94,0,Active,LowRisk
14011243,Woman,300,104.62,45,104.62,2.99,107.61,0,Active,LowRisk
14011274,Man,300,161.25,45,300,8.28,308.28,0,Active,LowRisk
14011311,Man,300,20.87,45,271.28,2.36,273.64,0,Active,LowRisk
14010860,Woman,500,114.78,75,430.74,6.3,437.04,0,Active,LowRisk
14011283,Man,300,124,45,300,2.36,302.36,0,Active,LowRisk
14011286,Man,300,25.48,45,299.49,7.65,307.14,0,Active,LowRisk
14011222,Man,300,300,45,300,8.28,308.28,0,Active,LowRisk
14011296,Man,300,43.96,45,294.67,2.66,297.33,0,Active,LowRisk
14011250,Woman,300,45.81,45,298.07,8.17,306.24,0,Active,LowRisk
14011147,Man,300,112.7,45,295.4,8.3,303.7,0,Active,LowRisk
14011238,Woman,300,149.07,45,298.14,7.13,305.27,0,Active,LowRisk
14011245,Woman,300,24.69,45,296.31,7.32,303.63,0,Active,LowRisk
14011227,Woman,300,75.71,45,350.8,9.19,359.99,0,Blocked by The company,LowRisk
14011157,Man,300,292.9,45,292.9,8.4,301.3,0,Active,LowRisk
14011285,Woman,300,31.6,45,284.41,6.42,290.83,0,Active,LowRisk
14011251,Woman,500,248.35,75,496.7,8.2,504.9,0,Active,LowRisk
14011216,Woman,300,26.1,45,49.88,0.06,49.94,0,Active,LowRisk
14010993,Man,400,18.25,60,389.59,7.03,396.62,0,Active,LowRisk
14011209,Woman,400,60.83,60,398.17,9.94,408.11,0,Active,LowRisk
14011208,Man,300,59.68,45,298.41,6.04,304.45,0,Active,LowRisk
14011192,Man,300,61.8,45,279.8,5.18,284.98,0,Active,LowRisk
14011187,Woman,300,47.92,45,191.68,4.71,196.39,0,Active,LowRisk
14011182,Man,300,1.2,45,297,6.05,303.05,0,Active,LowRisk
14011171,Man,500,67.11,75,124.91,2.16,127.07,0,Active,LowRisk
14011136,Man,500,401.8,75,401.8,7.2,409,0,Active,LowRisk
14011126,Man,300,292.7,45,292.7,7,299.7,0,Active,LowRisk
14011276,Man,300,11.07,45,298.9,5.08,303.98,0,Active,LowRisk
14011303,Man,300,292.5,45,292.5,8.75,301.25,0,Active,LowRisk
14011233,Man,300,271.7,45,290.7,6.38,297.08,0,Active,LowRisk
14011291,Man,300,149.79,45,299.58,9.64,309.22,0,Active,LowRisk
14010987,Woman,300,41.3,45,247.8,3.9,251.7,0,Active,LowRisk
14011180,Man,300,122.5,45,245,7.68,252.68,0,Active,LowRisk
14011043,Woman,300,292.45,45,292.45,9.45,301.9,0,Active,LowRisk
14011309,Woman,300,71.74,45,299.31,9.39,308.7,0,Active,LowRisk
14011234,Woman,300,5.4,45,277.58,4.62,282.2,0,Active,LowRisk
14011214,Man,300,64.44,45,297.28,7.35,304.63,0,Active,LowRisk
14011206,Woman,500,40.38,75,484.55,3.32,487.87,0,Active,LowRisk
14011265,Man,300,17.69,45,299.53,5.34,304.87,0,Active,LowRisk
14011307,Woman,300,36.41,45,291.3,8.72,300.02,0,Active,LowRisk
14011225,Man,300,17.68,45,218.59,2.63,221.22,0,Active,LowRisk
14011293,Woman,300,247.25,45,292,9.45,301.45,0,Active,LowRisk
14011269,Woman,300,292.5,45,292.5,6.3,298.8,0,Active,LowRisk
14011085,Man,300,221.8,45,288.15,7.05,295.2,0,Active,LowRisk
14011207,Man,300,18.01,45,298.07,5.66,303.73,0,Active,LowRisk
14011213,Woman,300,23.59,45,297.27,9.75,307.02,0,Active,LowRisk
14011236,Man,300,98.38,45,295.15,9.8,304.95,0,Active,LowRisk
14011217,Man,300,28.96,45,88.57,1.44,90.01,0,Active,LowRisk
14011211,Man,300,292.5,45,292.5,8.4,300.9,0,Active,LowRisk
14011263,Man,300,21.3,45,298.25,5,303.25,0,Active,LowRisk
14011215,Man,300,39.6,45,299.68,0.36,300.04,0,Active,LowRisk
14011132,Man,400,66.58,60,354.6,5.59,360.19,0,Active,LowRisk
14010957,Man,300,49.26,45,295.53,8.41,303.94,0,Active,LowRisk
14011141,Man,300,8.56,45,308.72,0.37,309.09,0,Active,LowRisk
14011127,Man,300,292.5,45,292.5,9.8,302.3,0,Active,LowRisk
14011210,Woman,300,292,45,292,9.8,301.8,0,Active,LowRisk
14011123,Woman,500,11.13,75,499.68,14.05,513.73,0,Active,LowRisk
14011191,Man,300,74.93,45,299.7,9.79,309.49,0,Active,LowRisk
14011159,Woman,500,62.07,75,496.59,14.35,510.94,0,Active,LowRisk
14010872,Man,300,73.5,45,294.01,7.8,301.81,0,Active,LowRisk
14011198,Man,400,132.6,60,397.8,11.38,409.18,0,Active,LowRisk
14011139,Woman,300,49.81,45,298.85,10.24,309.09,0,Active,LowRisk
14011232,Man,300,292.7,45,292.7,9.45,302.15,0,Active,LowRisk
14011203,Man,300,42.83,45,299.79,10.28,310.07,0,Active,LowRisk
14011181,Woman,300,54.07,45,162.22,2.88,165.1,0,Active,LowRisk
14011247,Man,300,22.76,45,297.28,2.45,299.73,0,Active,LowRisk
14011178,Man,300,10.51,45,115.62,2.77,118.39,0,Active,LowRisk
14011241,Man,600,97.38,90,584.3,8.27,592.57,0,Active,LowRisk
14010935,Man,300,148.6,45,297.2,10.03,307.23,0,Active,LowRisk
14011144,Man,400,22.15,60,398.68,11.64,410.32,0,Active,LowRisk
14011083,Man,300,49.66,45,297.93,5.48,303.41,0,Active,LowRisk
14011143,Woman,300,38.54,45,192.69,3.68,196.37,0,Active,LowRisk
14011124,Woman,300,194.27,45,292.9,9.45,302.35,0,Active,LowRisk
14011246,Woman,300,62.59,45,295.77,8.35,304.12,0,Active,LowRisk
14011224,Man,300,35.83,45,202.9,0.32,266.17,0,Active,LowRisk
14011146,Woman,300,24.45,45,267.83,1.46,269.29,0,Active,LowRisk
14002055,Man,300,13.5,45,202.52,2.98,205.5,0,Active,LowRisk
14011197,Man,300,15.59,45,299.64,5.54,305.18,0,Blocked by The company,LowRisk
14010981,Man,300,285.8,45,285.8,8.84,294.64,0,Active,LowRisk
14011248,Man,300,17.66,45,299.46,10.44,309.9,0,Active,LowRisk
14010951,Man,300,11.06,45,299.18,10.06,309.24,0,Active,LowRisk
14011212,Man,300,145.8,45,291.6,10.45,302.05,0,Active,LowRisk
14011175,Man,300,74.89,45,299.55,11.1,310.65,0,Active,LowRisk
14011201,Man,300,123.33,45,300,10.8,310.8,0,Active,LowRisk
14011158,Man,500,95.93,75,478.66,6.79,485.45,0,Active,LowRisk
14011025,Man,300,15.52,45,289.31,5.86,295.17,0,Active,LowRisk
14011170,Woman,400,49.9,60,399.2,14.4,413.6,0,Active,LowRisk
14011173,Man,300,34.81,45,294.87,5.89,300.76,0,Active,LowRisk
14011221,Woman,300,25.39,45,299.99,9.46,309.45,0,Active,LowRisk
14011131,Man,300,5.08,0.01,0.01,0,0.01,0,Active,LowRisk
14011149,Man,300,13.86,45,299.93,9.17,309.1,0,Active,LowRisk
14011219,Man,300,38.74,30.94,30.82,0.12,30.94,0,Active,LowRisk
14011162,Man,300,34.55,45,286.01,9.08,295.09,0,Active,LowRisk
14011160,Man,300,86.47,45,284.94,7.99,292.93,0,Active,LowRisk
14011176,Woman,300,30.28,45,298.85,9.18,308.03,0,Active,LowRisk
14011161,Man,300,98.93,45,296.8,10.21,307.01,0,Active,LowRisk
14011179,Man,300,292.45,45,292.45,10.5,302.95,0,Active,LowRisk
14009863,Man,500,69.71,70.67,69.71,0.96,70.67,0,Active,LowRisk
14011164,Man,300,68.73,45,274.9,6.87,281.77,0,Active,LowRisk
14011151,Man,500,159.3,75,477.9,16.61,494.51,0,Active,LowRisk
14011128,Man,300,34.95,45,217.93,2.43,220.36,0,Active,LowRisk
14010960,Man,300,13.07,45,222.69,1.37,224.06,0,Active,LowRisk
14011121,Woman,300,49.89,45,299.34,10.72,310.06,0,Active,LowRisk
14010808,Man,300,10.69,21.61,21.37,0.24,21.61,0,Active,LowRisk
14011102,Man,300,59.78,45,298.91,10.64,309.55,0,Active,LowRisk
14011092,Woman,300,177.33,45,294.65,9.8,304.45,0,Active,LowRisk
14011057,Man,300,59.09,45,286.7,5.67,292.37,0,Active,LowRisk
14011049,Woman,300,58.85,45,294.24,4.38,298.62,0,Active,LowRisk
14011110,Man,300,92.3,45,276.9,7.8,284.7,0,Active,LowRisk
14011073,Woman,300,202.5,45,202.5,5.76,208.26,0,Active,LowRisk
14011028,Woman,300,40.28,45,64.55,2.08,66.63,0,Active,LowRisk
14010975,Man,300,12.3,45,299.39,7.68,307.07,0,Active,LowRisk
14010984,Man,600,51.58,90,103.15,2.64,105.79,0,Active,LowRisk
14010916,Woman,300,18.54,45,298.12,5.58,303.7,0,Active,LowRisk
14011036,Man,300,77.93,45,298.7,6.32,305.02,0,Active,LowRisk
14011084,Man,300,151.21,45,259.05,3.1,262.15,0,Active,LowRisk
14010947,Woman,300,149.94,45,299.88,10.06,309.94,0,Active,LowRisk
14010863,Man,300,99.56,45,298.69,10.7,309.39,0,Active,LowRisk
14011041,Man,300,47.18,45,212.21,0.48,212.69,0,Active,LowRisk
14010970,Man,300,92.78,45,278.33,9.57,287.9,0,Active,LowRisk
14011052,Woman,300,21.39,45,299.61,8.83,308.44,0,Active,LowRisk
14011014,Man,300,37.08,45,296.67,9.55,306.22,0,Active,LowRisk
14011060,Man,300,31.83,45,97.32,3.12,100.44,0,Active,LowRisk
14010994,Man,300,59.29,45,296.46,5.04,301.5,0,Active,LowRisk
14010946,Woman,500,62.06,12.29,12,0.29,12.29,0,Active,LowRisk
14010873,Woman,300,101.5,45,101.5,1.8,103.3,0,Active,LowRisk
14010864,Man,300,292.9,45,292.9,0.7,293.6,0,Active,LowRisk
14010787,Woman,300,202.7,45,202.7,4.8,207.5,0,Active,LowRisk
14010700,Woman,300,24.86,45,298.26,4.37,302.63,0,Active,LowRisk
14010827,Man,400,102.38,60,204.65,0.73,205.38,0,Active,LowRisk
14010757,Man,300,54.62,45,298.1,10.41,308.51,0,Active,LowRisk
14010942,Man,300,47.63,45,77.7,1.11,78.81,0,Active,LowRisk
14010831,Man,300,53.54,45,107.07,2.08,109.15,0,Active,LowRisk
14010816,Man,300,38.63,45,178.8,3.8,182.6,0,Active,LowRisk
14010716,Man,300,32.93,45,298.38,9.58,307.96,0,Active,LowRisk
14010729,Man,300,59.55,30.03,29.99,0.04,30.03,0,Active,LowRisk
14010715,Man,500,131.7,75,436,13.39,449.39,0,Active,LowRisk
14010663,Man,300,68.45,45,250.11,5.34,255.45,0,Active,LowRisk
14010644,Woman,300,64.9,45,290.77,1.67,292.44,0,Active,LowRisk
14010767,Man,300,39.58,45,299.01,7.91,306.92,0,Active,LowRisk
14010690,Woman,300,16.9,45,64.5,0.08,64.58,0,Active,LowRisk
14010689,Man,400,231.73,60,394.48,8.46,402.94,0,Active,LowRisk
14010604,Man,300,202.5,45,202.5,6.24,208.74,0,Active,LowRisk
14010558,Woman,300,49,45,294,7.64,301.64,0,Active,LowRisk
14010201,Man,300,58.54,45,297.98,1.8,299.78,0,Active,LowRisk
14010512,Man,300,39.04,45,113.59,2.24,115.83,0,Active,LowRisk
14010207,Woman,300,58.71,45,280.65,7.34,287.99,0,Active,LowRisk
14010572,Man,300,62.98,45,95,0.4,95.4,0,Active,LowRisk
14010566,Man,600,73.85,90,577.94,15.49,593.43,0,Active,LowRisk
14010594,Man,300,18.39,0.36,0.36,0,0.36,0,Active,LowRisk
14010527,Man,400,29.24,60,138.48,0.17,138.65,0,Active,LowRisk
14010310,Woman,300,58.92,45,294.62,9.56,304.18,0,Active,LowRisk
14010189,Man,300,92.78,45,77.35,8.13,85.48,0,Active,LowRisk
14010464,Woman,300,36.77,45,294.15,7.34,301.49,0,Active,LowRisk
14010338,Woman,300,78.98,45,157.95,0.29,158.24,0,Active,LowRisk
14010530,Woman,300,85.22,45,131.66,1.28,132.94,0,Active,LowRisk
14010434,Man,300,12.77,45,51.07,0.13,51.2,0,Active,LowRisk
14010426,Man,300,99.17,45,297.5,8.89,306.39,0,Active,LowRisk
14010406,Man,300,62.83,45,292.5,10.85,303.35,0,Active,LowRisk
14010337,Woman,300,148.22,45,296.44,2.49,298.93,0,Active,LowRisk
14010274,Man,300,82.27,4.84,4.83,0.01,4.84,0,Active,LowRisk
14010336,Man,300,39.71,45,149.58,1.46,151.04,0,Active,LowRisk
14010343,Man,300,128.53,45,300,11.16,311.16,0,Active,LowRisk
14010076,Woman,300,84.33,45,202.5,5.52,208.02,0,Active,LowRisk
14010210,Man,300,237,45,237,2.24,239.24,0,Active,LowRisk
14010143,Woman,300,74.82,45,299.29,8.22,307.51,0,Active,LowRisk
14010053,Man,700,191.69,105,301.5,0.72,302.22,0,Active,LowRisk
14010018,Man,300,86.67,45,298.04,1.68,299.72,0,Active,LowRisk
14009940,Man,700,22.33,105,696.51,17.47,713.98,0,Active,LowRisk
14009986,Man,700,60.77,105,698.16,14.69,712.85,0,Active,LowRisk
14009973,Woman,300,53.32,45,101.22,1.48,102.7,0,Active,LowRisk
14009992,Woman,300,20.83,45,50.3,0.26,50.56,0,Active,LowRisk
14009939,Man,300,24.99,45,267.48,2.37,269.85,0,Active,LowRisk
14009934,Woman,300,147.5,45,295,8.09,303.09,0,Active,LowRisk
14009422,Man,300,130.33,45,250,2.4,252.4,0,Active,LowRisk
14009714,Man,300,54.01,45,213.49,4,217.49,0,Active,LowRisk
14009618,Man,300,91.24,45,273.72,4.2,277.92,0,Active,LowRisk
14009648,Woman,400,197.9,60,395.8,3.24,399.04,0,Active,LowRisk
14009639,Man,300,123.98,45,128.09,2.15,130.24,0,Active,LowRisk
14009604,Woman,300,105.92,45,105.92,0.65,106.57,0,Active,LowRisk
14009344,Woman,300,117.88,45,199.88,3.1,202.98,0,Active,LowRisk
14009040,Man,300,47.26,45,283.56,6.06,289.62,0,Active,LowRisk
14009099,Man,300,291.8,45,291.8,0.35,292.15,0,Active,LowRisk
14008986,Woman,300,24.05,45,64.17,0.08,64.25,0,Active,LowRisk
14008994,Woman,400,360,60,360,12.47,372.47,0,Active,LowRisk
14008878,Woman,300,40.67,45,242.85,5.17,248.02,0,Active,LowRisk
14008790,Man,300,32.9,32.98,32.9,0.08,32.98,0,Active,LowRisk
14008705,Woman,300,293.36,45,293.36,2.8,296.16,0,Active,LowRisk
14008652,Man,300,134.82,45,269.64,2.74,272.38,0,Active,LowRisk
14008616,Woman,300,12.15,45,243.01,3.41,246.42,0,Active,LowRisk
14008500,Man,300,74.53,45,195.4,2.66,198.06,0,Active,LowRisk
14008425,Woman,300,32.88,45,290.9,1.73,292.63,0,Active,LowRisk
14008481,Woman,500,71.48,75,497.09,6.12,503.21,0,Active,LowRisk
14005712,Man,300,107.16,45,102.45,0.84,103.29,0,Active,LowRisk
14008232,Man,300,52.5,20.1,20,0.1,20.1,0,Active,LowRisk
14008181,Woman,400,52.5,52.98,52.5,0.48,52.98,0,Active,LowRisk
14007727,Man,300,101.52,45,101.52,0.12,101.64,0,Active,LowRisk
14007636,Woman,300,77.7,45,155.4,0.55,155.95,0,Active,LowRisk
14007720,Man,300,292.9,45,292.9,9.1,302,0,Active,LowRisk
14007640,Man,700,402.5,105,402.5,0.96,403.46,0,Active,LowRisk
14007605,Woman,300,166.57,45,294.42,8.05,302.47,0,Active,LowRisk
14007451,Man,300,147.13,45,72.5,0.27,72.77,0,Active,LowRisk
14006902,Man,700,133.92,105,644.96,9.14,654.1,0,Active,LowRisk
14006581,Man,300,25.31,45,238.29,0.29,238.58,0,Active,LowRisk
14006253,Man,300,37.51,38.56,37.51,1.05,38.56,0,Active,LowRisk
14006267,Man,300,41.6,41.9,41.6,0.3,41.9,0,Active,LowRisk
14004856,Man,300,252.5,45,252.5,2.4,254.9,0,Active,LowRisk
14004456,Man,500,15.04,75,75.2,0.75,75.95,0,Active,LowRisk
14004106,Man,500,27.75,75,80.65,2.1,82.75,0,Active,LowRisk
14003951,Man,500,241.92,75,241.92,8.99,250.91,0,Active,LowRisk
14000115,Woman,500,36.13,75,483.48,35.96,670.14,27,Blocked by The company,LowRisk
14000145,Man,300,10.27,45,297.6,22.14,432.73,27,Blocked by The company,LowRisk
14000391,Man,700,34.02,105,695.83,177.27,996.68,27,Blocked by The company,LowRisk
14000415,Man,300,19.88,45,299.14,83.68,527.22,27,Blocked by The company,LowRisk
14000874,Man,300,89.95,45,298.89,34.43,422.1,27,Blocked by The company,LowRisk
14000713,Man,600,15.16,90,595.4,114.85,920.41,27,Blocked by The company,LowRisk
14000671,Woman,300,16.18,45,404.14,99.37,605.33,27,Blocked by The company,LowRisk
14000353,Man,500,53.95,75,499.22,54.87,677.55,27,Blocked by The company,LowRisk
14001225,Man,800,19.63,120,794.14,39.2246,966.77,27,Blocked by The company,LowRisk
14001128,Woman,400,27.46,60,386.87,28.56,546.81,27,Blocked by The company,LowRisk
14000950,Man,300,17.98,45,299.62,13.57,397.15,27,Blocked by The company,LowRisk
14000897,Woman,300,15.7,45,290.42,18.77,392.23,27,Blocked by The company,LowRisk
14000879,Man,500,51.48,75,495.7,30.47,629.74,27,Blocked by The company,LowRisk
14000785,Man,500,23.56,75,499.97,91.76,835.64,27,Blocked by The company,LowRisk
14000616,Woman,500,52.31,75,498.82,36.5,685.94,27,Blocked by The company,LowRisk
14002004,Woman,500,38.17,75,488.51,33.49,624.85,27,Blocked by The company,LowRisk
14001928,Man,500,42.82,75,498.44,37.13,687.81,27,Blocked by The company,LowRisk
14001785,Woman,400,114.69,60,352.8,13.47,451.73,27,Blocked by The company,LowRisk
14001065,Man,400,24.89,60,399.54,28.61,554.63,27,Blocked by The company,LowRisk
14001250,Man,600,13.39,90,599.07,110.81,888.33,27,Blocked by The company,LowRisk
14002614,Man,600,13.12,90,598.82,44.5,815.42,27,Blocked by The company,LowRisk
14001651,Man,1000,50.06,150,995.94,74.1,1318.44,27,Blocked by The company,LowRisk
14003585,Man,500,167.22,75,493.33,36.07,679.81,27,Blocked by The company,LowRisk
14003619,Man,300,19.07,45,299.3,22.29,434.99,27,Blocked by The company,LowRisk
14003265,Man,300,22.38,45,298.32,40.75,449.78,27,Blocked by The company,LowRisk
14003415,Man,300,89.94,45,300.4,20.38,404.82,27,Blocked by The company,LowRisk
14003337,Woman,300,60.07,45,298.15,21.58,403.55,27,Blocked by The company,LowRisk
14003219,Man,900,51.48,135,887.17,65.44,1179.47,27,Blocked by The company,LowRisk
14003089,Woman,300,171.8,45,299.92,23.55,426.08,27,Blocked by The company,LowRisk
14003091,Woman,900,40.08,135,899.7,66.67,1198.39,27,Blocked by The company,LowRisk
14002981,Man,500,33.33,75,499.99,34.8,638.79,27,Blocked by The company,LowRisk
14002898,Man,600,17.24,90,599.62,102.41,903.91,27,Blocked by The company,LowRisk
14002475,Man,800,95.82,120,1438.85,84.55,912.41,27,Blocked by The company,LowRisk
14002526,Man,600,168.91,90,592.9,53.21,759.4,27,Blocked by The company,LowRisk
14002397,Man,300,85.13,45,217.56,10.67,303.99,27,Blocked by The company,LowRisk
14002214,Man,400,82.23,60,319.71,46.82,526.41,27,Blocked by The company,LowRisk
14001771,Man,300,75.03,45,296.37,21.95,433.01,27,Blocked by The company,LowRisk
14001610,Man,300,135.59,45,294.49,21.37,399.31,27,Blocked by The company,LowRisk
14001448,Man,300,21.64,45,239.4,35.62,366.78,27,Blocked by The company,LowRisk
14001282,Man,400,191,60,293.06,21.72,427.4,27,Blocked by The company,LowRisk
14000954,Man,500,332.15,75,497.58,28.52,637.35,27,Blocked by The company,LowRisk
14000124,Man,300,2.51,45,297.71,17.99,399.47,27,Blocked by The company,LowRisk
14004117,Man,300,26.13,45,535.91,28.71,433.44,27,Blocked by The company,LowRisk
14004010,Man,300,89.13,45,293.79,13.3,390.86,27,Blocked by The company,LowRisk
14004068,Man,800,49.28,120,793.93,116.01,1210.13,27,Blocked by The company,LowRisk
14003962,Man,500,57.65,75,490.02,36.32,673.41,27,Blocked by The company,LowRisk
14003966,Woman,900,90.59,135,876.61,65.12,1171.05,27,Blocked by The company,LowRisk
14004721,Man,300,13.31,45,299,54.88,486.89,27,Blocked by The company,LowRisk
14004687,Woman,500,50.65,75,487.34,35.72,671.81,27,Blocked by The company,LowRisk
14004314,Man,500,29.72,75,498.48,37,687.35,27,Blocked by The company,LowRisk
14004090,Man,700,203.09,105,691,46.48,860.58,27,Blocked by The company,LowRisk
14003858,Man,300,31.56,45,281.57,31.25,405.3,27,Blocked by The company,LowRisk
14005344,Woman,500,44.36,75,498.8,48.19,655.75,27,Blocked by The company,LowRisk
14005301,Man,400,31.36,60,392.58,41.92,540.53,27,Blocked by The company,LowRisk
14005121,Man,300,204.44,45,298.8,20.15,402.83,27,Lost,LowRisk
14005262,Man,500,32.34,75,499.34,37.05,689.35,27,Blocked by The company,LowRisk
14005134,Woman,600,202.44,90,599.58,36.64,750.18,27,Blocked by The company,LowRisk
14005197,Man,300,45.82,45,299.03,66.15,497.78,27,Blocked by The company,LowRisk
14005159,Woman,500,22.26,75,496.69,49.41,649.77,27,Blocked by The company,LowRisk
14005111,Woman,600,27.64,90,599.23,65.52,820.99,27,Blocked by The company,LowRisk
14004704,Woman,500,25.83,75,357.13,24.07,470.91,27,Blocked by The company,LowRisk
14004974,Woman,700,94.04,105,698.67,128.22,1020.67,27,Blocked by The company,LowRisk
14005038,Woman,500,20.37,75,499.21,18.52,601.12,0,Active,LowRisk
14004997,Man,300,60.15,45,298.17,54.5,532.52,27,Blocked by The company,LowRisk
14004636,Man,300,49.8,45,264.63,19.82,391.37,27,Blocked by The company,LowRisk
14004875,Man,400,101.6,60,386.83,28.56,546.75,27,Blocked by The company,LowRisk
14004725,Woman,700,32.76,105,630.23,69.46,816.71,27,Blocked by The company,LowRisk
14004844,Man,600,31.95,90,599.66,42.9,762.95,27,Blocked by The company,LowRisk
14005907,Man,500,34.61,75,499.37,55.02,681.25,27,Blocked by The company,LowRisk
14005799,Woman,300,38.73,45,299.99,24.27,408.26,27,Blocked by The company,LowRisk
14005819,Man,400,40.53,60,389.7,42.88,590.29,27,Blocked by The company,LowRisk
14005933,Man,300,30.41,45,299.67,30.03,447.64,27,Blocked by The company,LowRisk
14005545,Woman,300,150.29,45,274.99,19.47,375.96,27,Blocked by The company,LowRisk
14005690,Woman,400,39.05,60,399.99,44.12,605.49,27,Blocked by The company,LowRisk
14005592,Man,400,31.52,60,404.6,41.88,540.94,27,Blocked by The company,LowRisk
14005641,Woman,300,112,45,282.67,62.56,536.85,27,Blocked by The company,LowRisk
14005489,Woman,300,15.4,45,299.68,21.77,429.66,27,Blocked by The company,LowRisk
